Service Nam,Activity/Phase,Business Unit,Vendor Name,Description,List Price,Discount,Total Cost,Margin Percent,Total Margin,Total Price,Notes
Camera & Sensor installatio,04 - Deploy,Networking,Staley,Physical installation of Meraki cameras and sensors,"$6,095.00 ",0.0000%,"$6,095.00 ",69.6972%,"$14,018.65 ","$20,113.65 ",
